id,lesson,kana,kanji,romaji,meaning,category,source
1,1,わたし,私,watashi,saya
2,1,あなた,,anata,anda
3,1,あのひと,あの人,ano hito,orang itu
4,1,あのかた,あの方,ano kata,beliau
5,1,みなさん,,minasan,semua orang
6,1,せんせい,先生,sensei,guru
7,1,きょうし,教師,kyoushi,guru (profesi)
8,1,がくせい,学生,gakusei,mahasiswa
9,1,かいしゃいん,会社員,kaishain,karyawan
10,1,しゃいん,社員,shain,pegawai
11,1,ぎんこういん,銀行員,ginkouin,pegawai bank
12,1,いしゃ,医者,isha,dokter
13,1,けんきゅうしゃ,研究者,kenkyuusha,peneliti
14,1,エンジニア,,enjinia,insinyur
15,1,だいがく,大学,daigaku,universitas
16,1,びょういん,病院,byouin,rumah sakit
17,1,でんき,電気,denki,listrik
18,1,だれ,,dare,siapa
19,1,どなた,,donata,siapa (sopan)
20,1,はい,,hai,ya
21,1,いいえ,,iie,tidak

22,2,これ,,kore,ini
23,2,それ,,sore,itu
24,2,あれ,,are,itu (jauh)
25,2,この,,kono,ini (kata benda)
26,2,その,,sono,itu (kata benda)
27,2,あの,,ano,itu (kata benda jauh)
28,2,ほん,本,hon,buku
29,2,じしょ,辞書,jisho,kamus
30,2,ざっし,雑誌,zasshi,majalah
31,2,しんぶん,新聞,shinbun,koran
32,2,ノート,,nooto,buku catatan
33,2,てちょう,手帳,techou,buku agenda
34,2,めいし,名刺,meishi,kartu nama
35,2,カード,,kaado,kartu
36,2,えんぴつ,鉛筆,enpitsu,pensil
37,2,ボールペン,,boorupen,pulpen
38,2,かぎ,,kagi,kunci
39,2,とけい,時計,tokei,jam/arloji
40,2,かさ,,kasa,payung
41,2,かばん,,kaban,tas
42,2,テレビ,,terebi,televisi
43,2,ラジオ,,rajio,radio
44,2,カメラ,,kamera,kamera
45,2,コンピューター,,konpyuutaa,komputer
46,2,くるま,車,kuruma,mobil
47,2,つくえ,机,tsukue,meja
48,2,いす,椅子,isu,kursi
362,2,コーヒー,,koohii,kopi

49,3,ここ,,koko,di sini
50,3,そこ,,soko,di situ
51,3,あそこ,,asoko,di sana
52,3,どこ,,doko,di mana
53,3,こちら,,kochira,ini (sopan)
54,3,そちら,,sochira,itu (sopan)
55,3,あちら,,achira,itu (sopan jauh)
56,3,どちら,,dochira,yang mana (sopan)
57,3,きょうしつ,教室,kyoushitsu,ruang kelas
58,3,しょくどう,食堂,shokudou,kantin
59,3,じむしょ,事務所,jimusho,kantor
60,3,かいぎしつ,会議室,kaigishitsu,ruang rapat
61,3,うけつけ,受付,uketsuke,resepsionis
62,3,ロビー,,robii,lobi
63,3,へや,部屋,heya,kamar
64,3,トイレ,,toire,toilet
65,3,かいだん,階段,kaidan,tangga
66,3,エレベーター,,erebeetaa,lift

67,4,おきます,起きます,okimasu,bangun
68,4,ねます,寝ます,nemasu,tidur
69,4,はたらきます,働きます,hatarakimasu,bekerja
70,4,やすみます,休みます,yasumimasu,istirahat
71,4,べんきょうします,勉強します,benkyoushimasu,belajar
72,4,おわります,終わります,owarimasu,selesai
73,4,デパート,,depaato,toserba
74,4,ぎんこう,銀行,ginkou,bank
75,4,ゆうびんきょく,郵便局,yuubinkyoku,kantor pos
76,4,としょかん,図書館,toshokan,perpustakaan
77,4,いま,,ima,sekarang
78,4,〜じ,,ji,jam
79,4,〜ふん,〜分,fun,menit
80,4,はん,半,han,setengah

81,5,いきます,行きます,ikimasu,pergi
82,5,きます,来ます,kimasu,datang
83,5,かえります,帰ります,kaerimasu,pulang
84,5,がっこう,学校,gakkou,sekolah
85,5,スーパー,,suupaa,supermarket
86,5,えき,駅,eki,stasiun
87,5,ひこうき,飛行機,hikouki,pesawat
88,5,でんしゃ,電車,densha,kereta
89,5,バス,,basu,bus
90,5,タクシー,,takushii,taksi
91,5,じてんしゃ,自転車,jitensha,sepeda
92,5,あるいて,歩いて,aruite,berjalan kaki
93,5,ひと,人,hito,orang
94,5,ともだち,友だち,tomodachi,teman
95,5,かれ,彼,kare,dia (laki-laki)
96,5,かのじょ,彼女,kanojo,dia (perempuan)

97,6,たべます,食べます,tabemasu,makan
98,6,のみます,飲みます,nomimasu,minum
99,6,すいます,吸います,suimasu,merokok
100,6,みます,見ます,mimasu,melihat
101,6,ききます,聞きます,kikimasu,mendengar
102,6,よみます,読みます,yomimasu,membaca
103,6,かきます,書きます,kakimasu,menulis
104,6,かいます,買います,kaimasu,membeli
105,6,とります,撮ります/取ります,torimasu,mengambil/memotret
106,6,あいます,会います,aimasu,bertemu
107,6,ごはん,ご飯,gohan,nasi
108,6,パン,,pan,roti
109,6,たまご,卵,tamago,telur
110,6,にく,肉,niku,daging
111,6,さかな,魚,sakana,ikan
112,6,やさい,野菜,yasai,sayuran
113,6,みず,水,mizu,air
114,6,おちゃ,お茶,ocha,teh

115,7,きります,切ります,kirimasu,memotong
116,7,おくります,送ります,okurimasu,mengirim
117,7,あげます,,agemasu,memberi
118,7,もらいます,,moraimasu,menerima
119,7,かします,貸します,kashimasu,meminjamkan
120,7,かります,借ります,karimasu,meminjam
121,7,おしえます,教えます,oshiemasu,mengajar
122,7,ならいます,習います,naraimasu,belajar
123,7,でんわ,電話,denwa,telepon
124,7,て,手,te,tangan
125,7,はし,,hashi,sumpit
126,7,スプーン,,supuun,sendok
127,7,ナイフ,,naifu,pisau
128,7,フォーク,,fooku,garpu
129,7,はさみ,,hasami,gunting

130,8,ハンサム,,hansamu,tampan
131,8,きれい,綺麗,kirei,bersih/cantik
132,8,しずか,静か,shizuka,tenang
133,8,にぎやか,賑やか,nigiyaka,ramai
134,8,ゆうめい,有名,yuumei,terkenal
135,8,しんせつ,親切,shinsetsu,baik hati
136,8,げんき,元気,genki,sehat
137,8,ひま,暇,hima,senggang
138,8,べんり,便利,benri,praktis
139,8,すてき,,suteki,bagus
140,8,たかい,高い,takai,tinggi/mahal
141,8,やすい,安い,yasui,murah
142,8,あたらしい,新しい,atarashii,baru
143,8,ふるい,古い,furui,lama
144,8,おおきい,大きい,ookii,besar
145,8,ちいさい,小さい,chiisai,kecil

146,9,わかります,分かります,wakarimasu,mengerti
147,9,あります,,arimasu,ada (benda)
148,9,すき,好き,suki,suka
149,9,きらい,嫌い,kirai,benci
150,9,じょうず,上手,jouzu,pandai
151,9,へた,下手,heta,tidak pandai
152,9,りょうり,料理,ryouri,masakan
153,9,スポーツ,,supootsu,olahraga
154,9,やきゅう,野球,yakyuu,baseball
155,9,おんがく,音楽,ongaku,musik
156,9,えいが,映画,eiga,film
157,9,えいご,英語,eigo,bahasa Inggris
158,9,にほんご,日本語,nihongo,bahasa Jepang
159,9,すこし,少し,sukoshi,sedikit
160,9,たくさん,,takusan,banyak

161,10,います,,imasu,ada (makhluk hidup)
162,10,あります,,arimasu,ada (benda)
163,10,いろいろ,,iroiro,bermacam-macam
164,10,おとこ,男,otoko,laki-laki
165,10,おんな,女,onna,perempuan
166,10,こども,子ども,kodomo,anak
167,10,いぬ,犬,inu,anjing
168,10,ねこ,猫,neko,kucing
169,10,き,木,ki,pohon
170,10,もの,物,mono,benda
171,10,ばしょ,場所,basho,tempat
172,10,いけ,池,ike,kolam
173,10,こうえん,公園,kouen,taman
174,10,きっさてん,喫茶店,kissaten,kedai kopi
175,10,ほんや,本屋,honya,toko buku
176,10,〜や,,ya,toko ~

177,11,わかります,分かります,wakarimasu,mengerti
178,11,あります,,arimasu,ada (benda)
179,11,いろいろ,,iroiro,bermacam-macam
180,11,おとこ,男,otoko,laki-laki
181,11,おんな,女,onna,perempuan
182,11,こども,子ども,kodomo,anak
183,11,いぬ,犬,inu,anjing
184,11,ねこ,猫,neko,kucing
